cluster,cluster_keyword
592,"자율주행자동차, 상용화, 시범운행지구, 인증"
595,"여성폭력, 피해자, 지원, 방지"
593,"일본식, 한글화, 법률용어, 이해"
44,"시·도지사, 기초지방자치단체, 특별자치시, 예방교육"
597,"섬, 날, 제정, 가치"
596,"입학, 대학, 부정행위, 입학허가 취소"
598,"문화유산, 보존·관리, 기본계획, 문화재보호기금"
511,"아동학대, 취업제한, 아동관련기관, 피해아동"
599,"산림, 남북, 협력, 법률"
322,"어린이집, 국공립어린이집, 보육, 표준보육비용"
600,"갯벌, 복원, 생태계, 관리"
601,"소비자, 공정거래위원회, 피해, 사업자"
79,"안전관리, 소방, 신고, 설계도"
602,"경찰공무원, 심리치료, 의료지원, 건강관리"
603,"한국석유공사, 자산, 사업, 매각"
604,"군인, 재해보상, 급여, 공무상"
612,"공관, 국제기구, 대표부, 설치"
611,"벌금형, 징역형, 석유, 송유관"
362,"전자문서, 전자거래기본법, 법률, 개정"
144,"법률, 개정, 혼란, 제명"
613,"형식승인, 형식승인기관, 산업통상자원부장관, 지정취소"
614,"전자문서, 전자거래, 인증, 위원회"
505,"건축사, 건축물, 업무, 대가"
615,"의사상자, 보상금, 지원, 벌칙"
616,"군인, 군기훈련, 기본권, 유족"
617,"디엔에이감식시료채취영장, 채취대상자, 불복절차, 의견진술"
163,"수급사업자, 원사업자, 기술자료, 하도급대금"
618,"장기등, 장기이식, 말초혈, 국립장기이식관리기관"
619,"공탁금, 소멸시효, 국고귀속, 회수"
620,"문화재, 등록문화재, 지정문화재, 보존"
624,"석탄산업, 석탄가공제품, 석탄광업자, 산업통상자원부장관"
625,"선원, 임금, 선박소유자, 제재"
138,"금융거래정보, 체납자, 명의인의 동의, 재산"
626,"과태료, 상한액, 위반행위, 부과"
627,"농어촌도로, 도로정비, 군수, 도로점용허가"
629,"재외동포체류자격, 재외동포, 출입국, 법무부 장관"
41,"지방선거, 의원, 정수, 시의회"
628,"의약품, 임상시험, 동물용 의약품, 처방전"
316,"스마트도시, 국가시범도시, 규제, 산업"
106,"산림보호구역, 산불, 나무의사, 산림청장"
630,"지방행정동우회, 지방자치단체, 회원, 공무원"
634,"개인회생절차, 변제기간, 변제계획, 개정법"
420,"농지, 농업진흥지역, 농지보전부담금, 타용도 일시사용허가"
362,"전자문서, 전자거래기본법, 법률, 개정"
635,"천연가스, 사업자, 공급, 액화천연가스"
636,"해양수산부장관, 해양치유, 해양치유자원, 선원"
637,"마약, 의약품, 법률, 개정"
640,"감염병, 예방, 등교중지, 학생"
382,"가맹본부, 가맹점사업자, 징벌적 손해배상, 서면실태조사"
643,"대체복무, 복무기간, 병역, 편입"
642,"국립묘지, 안장대상자, 안장, 합장"
645,"농어촌정비사업, 준공인가, 준공검사, 구분지상권"
644,"콘텐츠, 전자상거래 등에서의 소비자보호에 관한 법률, 준용, 조문"
646,"원산지 표시, 농수산물, 과태료, 소비자"
647,"농업경영비, 농산물, 식품, 정보"
326,"여객자동차 운수사업, 운수종사자, 전액관리제, 사납금제"
649,"법률용어, 한자어, 한글화, 개정"
648,"고준위 방사성폐기물, 관리시설, 부지, 지원"
650,"문화산업, 문화체육관광부장관, 법률, 개정"
651,"하천, 하천편입토지, 보상, 국토교통부장관"
652,"전기사업, 전력시장, 온실가스 감축, 전력수급"
654,"법무사, 업무, 법률서비스, 법률"
653,"수도권정비위원회, 개발행위, 수도권, 심의"
224,"누리과정, 유아교육, 특별회계, 지방교육재정교부금"
561,"재난, 안전관리, 안전취약계층, 복구비"
655,"감염병, 방역, 격리, 정보공개"
663,"보건의료정책심의위원회, 민간위원, 위원, 보건의료정책"
79,"안전관리, 소방, 신고, 설계도"
660,"의료기기, 제조업자, 수입업자, 허가"
661,"주차장, 안전설비, 경사진, 국토교통부령"
662,"소비자생활협동조합, 임원, 결격사유, 집행유예"
106,"산림보호구역, 산불, 나무의사, 산림청장"
64,"생물다양성, 유전자원, 생태계서비스, 멸종위기 야생생물"
273,"고엽제후유의증, 국가보훈처장, 고용, 과태료"
664,"신·재생에너지, 실행계획, 산업통상자원부장관, 추진실적"
665,"해외이주, 해외이주신고, 해외이주알선업, 현지이주"
666,"교통약자, 이동편의, 교통수단, 안전"
216,"중소기업, 지원, 제도, 법률"
667,"일본식, 법문, 용어, 국민"
668,"임업, 특별관리임산물, 산촌, 임업진흥권역"
175,"건축물, 소유자, 건축허가, 전산자료"
606,"군인, 주거지원, 퇴직급여금, 현행법"
148,"부동산투자회사, 주식, 공시, 주주총회"
669,"경찰공무원, 임용결격사유, 당연퇴직, 성범죄"
670,"위원회, 지원, 피해, 장관"
674,"행정예고, 공청회, 청문, 처분"
675,"만화진흥, 전문인력, 양성기관, 지정취소"
676,"치료감호, 보호관찰, 피치료감호자, 준수사항"
33,"장애인연금, 중증장애인, 장애등급, 장애정도"
677,"외부강의등, 신고, 소속기관장, 사례금"
679,"환경정의, 국토, 국토기본법, 환경정책기본법"
678,"군용항공기, 감항인증, 방위사업청장, 감항인증심의위원회"
681,"법률용어, 국민, 이해, 법 문장"
196,"근로자, 연차휴가, 임금, 도급"
685,"전기공사업, 중견기업, 확인, 중소기업"
686,"실종아동등, 경찰관서의 장, 정보시스템, 지문등정보"
635,"천연가스, 사업자, 공급, 액화천연가스"
687,"계량기, 신고, 수리, 제조업자"
688,"석면, 건강영향조사, 환경부장관, 피해"
254,"건강기능식품, 기준, 규격, 표시·광고"
327,"일본식 한자어, 한글화, 법률 용어, 쉬운 우리말"
689,"국적법, 수수료, 시행령, 복수국적자"
668,"임업, 특별관리임산물, 산촌, 임업진흥권역"
690,"농산물대금 선지급제, 지역농업협동조합, 농업인, 지방자치단체"
261,"건축물 해체, 해체공사, 감리, 안전"
539,"소방공무원, 소방활동, 대한소방공제회, 면직"
692,"군인, 전문상담관, 군인고충심사위원회, 기본권"
691,"문화다양성위원회, 문화체육관광부, 개정, 심의"
693,"자유무역지역, 수출, 외국인투자, 경쟁력"
694,"고용보험, 실업급여, 예술인, 피보험자"
695,"친환경농수산물, 인증, 인증기관, 제재"
200,"운전면허, 운전자, 교통사고, 도로"
515,"지방세, 체납, 공매, 납부"
696,"창업, 지원, 1인 창조기업, 중장년"
697,"시체, 연구, 제공, 해부"
460,"산후조리원, 산모, 신생아, 난임"
466,"기상산업, 기상사업자, 한국기상산업진흥원, 실태조사"
698,"상임위원회, 본회의, 법률, 청원"
107,"산지, 대체산림자원조성비, 국유림, 산림청장"
700,"결격사유, 도시철도운송사업, 면허, 취소"
43,"명칭, 변경, 남구, 미추홀구"
166,"피성년후견인, 피한정후견인, 금치산자, 한정치산자"
699,"범죄피해자, 경찰, 성폭력피해자, 종사자"
701,"아동학대, 피해아동, 보호명령, 처벌"
702,"국립묘지, 안장, 안장대상자, 영예성"
703,"한국산업안전보건공단, 임원, 공공기관, 임명"
704,"기술사, 근무처등, 확인, 과학기술원"
476,"건강가정, 가족, 지원, 계획"
159,"장기요양기관, 수급자, 공단, 장기요양급여"
705,"크루즈산업, 전문인력, 양성기관, 지정"
206,"이스포츠시설, 이스포츠, 생활 이스포츠시설, 인터넷컴퓨터게임시설제공업"
706,"재건축부담금, 납부의무자, 신탁업자, 납부방법"
14,"승자투표권, 벌칙, 경주사업, 유사행위"
707,"한식, 한식산업, 진흥, 경쟁력"
158,"노인학대, 노인, 벌칙, 전용쉼터"
302,"선박, 해양오염, 연료유, 방제"
334,"연구개발특구, 실시계획, 지정해제, 규제특례"
708,"변호사징계위원회, 위원, 법무부, 고위공무원단"
709,"임금채권보장법, 임금채권, 부담금, 고용노동부장관"
710,"특별검사, 최순실 최서원, 국정농단, 수사"
716,"교원, 정관, 평의원회, 법률"
711,"도로, 도로관리청, 교통, 복구비용"
415,"혁신도시, 이전공공기관, 지역발전, 지역인재"
717,"과태료, 벌칙, 형평성, 법률"
186,"가축전염병, 방역, 검역, 지방자치단체"
473,"민방위, 교육훈련, 통지서, 민방위대"
718,"국유재산특례, 국가, 지방자치단체, 장기"
719,"문화재, 문화재교육, 문화재매매업자, 보존"
66,"부정경쟁행위, 사법경찰관리, 특허청, 침해"
144,"법률, 개정, 혼란, 제명"
224,"누리과정, 유아교육, 특별회계, 지방교육재정교부금"
720,"북한이탈주민, 보호, 정착지원, 신변보호"
516,"지속가능 교통물류체계, 교통물류, 지방자치단체, 공영차고지"
721,"상황허가, 전략물자, 수출, 물품등"
90,"법정형, 행정형벌, 위헌성, 처벌"
96,"한국수출입은행, 해외 현지법인, 출자, 업무"
723,"전자장치 부착명령, 장애인아동청소년간음·추행죄, 성폭력범죄, 부착명령"
722,"영양사, 결격사유, 국가시험, 기준일"
724,"소방사업자, 소방장비, 손해배상, 공제"
210,"법률용어, 일본식, 우리말, 법 문장"
35,"장애인, 장애인복지, 법률, 규정"
566,"벤처기업, 벤처기업확인, 창업, 연구원"
273,"고엽제후유의증, 국가보훈처장, 고용, 과태료"
698,"상임위원회, 본회의, 법률, 청원"
734,"경찰공무원, 위해, 직무, 지원"
507,"공사중단 건축물, 정비, 위탁, 임직원"
729,"개발제한구역, 훼손지, 보전부담금, 공원"
731,"물류단지, 스마트물류센터, 인증, 물류시설"
80,"해수욕장, 관리청, 유해생물, 수난구호활동"
492,"전자장치, 부착명령, 보호관찰, 재범"
492,"전자장치, 부착명령, 보호관찰, 재범"
735,"전통시장, 상인회, 시장관리자, 안전"
558,"과태료, 행정질서벌, 형평성, 처벌"
13,"벌금형, 법정형, 처벌, 징역"
736,"해양조사, 해양정보, 해양수산부장관, 해양조사기술자"
737,"특정수질유해물질, 상수원관리지역, 가산금, 잠실수중보"
448,"소방공무원, 소방청, 국가공무원, 시·도지사"
741,"금리인하요구권, 신용공여, 신용상태 개선, 금융이용자"
44,"시·도지사, 기초지방자치단체, 특별자치시, 예방교육"
742,"관광진흥계획, 기본계획, 국가관광전략회의, 시행계획"
482,"여객자동차운수사업, 인허가, 신청, 운수종사자"
81,"위험물질, 운송, 안전관리, 차량"
550,"어촌, 어항, 허가, 공단"
743,"수자원, 지하수, 관리, 계획"
147,"금융투자업자, 투자자, 사모집합투자기구, 증권"
748,"형사소송법, 약식명령, 정식재판, 불이익변경금지"
749,"등록금, 입학금, 대학, 분할납부"
750,"산림복지, 과태료, 산림청장, 한국산림복지진흥원"
751,"경륜, 경정, 수익금, 국민체육진흥기금"
228,"측정대행업자, 대기오염물질, 측정결과, 미세먼지"
327,"일본식 한자어, 한글화, 법률 용어, 쉬운 우리말"
752,"결혼중개업, 공시, 국내결혼중개업체, 피해방지"
41,"지방선거, 의원, 정수, 시의회"
159,"장기요양기관, 수급자, 공단, 장기요양급여"
27,"대규모유통업자, 납품업자, 공정거래위원회, 분쟁조정"
753,"해운조합, 조합원, 해운업, 지원"
207,"법률, 한자어, 일본식 용어, 한글화"
120,"주택조합, 사업계획승인, 공동주택, 조합원"
164,"동물, 학대, 등록, 처벌"
255,"식품위생법, 보건범죄 단속에 관한 특별조치법, 식용천일염, 처벌"
301,"건강보험료, 보험료, 지역가입자, 직장가입자"
0,"임원, 공제금, 중소기업, 규정"
754,"산업단지, 첨단산업, 기업, 지원"
755,"정보통신공사업자, 등록취소, 영업정지, 과징금"
756,"조달사업, 불공정행위, 조달청, 공공조달시장"
757,"수용자, 교정시설, 접견, 징벌"
136,"개별소비세, 세율, 납세, 세입예산안"
759,"산업단지, 경쟁력강화사업, 지속가능경영, 연계지역"
758,"군인, 유족, 주택, 급여"
275,"·18민주유공자, 5·18민주화운동부상자, 국가보훈처장, 주택"
357,"어장, 어업, 기본계획, 등록"
760,"인성교육, 종합계획, 시행계획, 교육부장관"
91,"벌금형, 징역형, 법정형, 범죄억지력"
761,"공시송달, 지급명령, 소송, 채권"
762,"문화시설, 실태조사, 통계, 문화체육관광부장관"
763,"소비자, 한국소비자원, 사업자, 안전"
730,"물류산업, 물류기업, 국제물류, 물류공동화"
764,"부담금, 재정, 기획재정부장관, 평가"
765,"행정사, 자격시험, 제1차시험, 면제"
766,"법원, 설치, 시행일, 관할구역"
767,"부가가치세, 조세특례제한법, 2018 평창 동계올림픽대회 및 동계패럴림픽대회 조직위원회, 매입세액"
768,"해양환경, 해양폐기물, 해양오염, 관리"
769,"지역사랑상품권, 지방자치단체, 지역경제, 활성화"
770,"농어촌민박, 농업생산기반시설, 농어촌정비사업, 마을정비구역"
771,"의료기관, 의료법, 환자, 처방전"
772,"학교폭력, 심의위원회, 학교, 피해학생"
774,"백두대간, 보호지역, 자연환경, 보전"
773,"임시마약류, 마약류, 행정, 제재"
776,"농림수산식품투자조합, 농식품투자모태조합, 농식품경영체, 유한회사"
775,"병역사항, 신고, 공개, 공직후보자"
777,"석재산업, 석재사업자, 산림청장, 진흥"
49,"화물자동차, 운전면허, 음주운전, 종사자격"
283,"정신질환자, 정신건강복지센터, 정신요양시설, 과징금"
303,"금융거래정보, 부실관련자, 예금보험공사, 금융회사"
779,"정부법무공단, 비밀누설, 벌금형, 징역형"
