BILL_NAME,BILL_NO,summary
보건의료기본법 일부개정법률안(대안),2205964,최근 기후변화의 영향으로 폭염 혹한 가뭄 등 기상재해가 증가하고 있고 이로 인해 온열ㆍ한랭질환 감염병 우울증이 증가하는 등 기후변화는 국민의 신체적ㆍ정신적 건강에 악영향을 미치고 있음. 또한 현행법 제52조는 보건복지부장관은 보건의료서비스의 질적 향상을 위하여 보건의료서비스에 대한 평가를 실시하여야 한다고 규정하면서도 평가 결과의 공개에 대하여는 별도의 규정을 두고 있지 아니함. 이에 국가와 지방자치단체로 하여금 기후변화에 대응하여 국민 건강을 보호ㆍ증진하고 건강관리를 위한 시책을 강구하도록 함으로써 기후변화 대응 건강관리정책의 수립ㆍ시행을 촉진하고 보건복지부장관은 보건의료서비스에 대한 평가 결과를 공개할 수 있도록 하며 국민은 보건의료서비스에 대한 평가 결과를 알 권리가 있음을 명시함으로써 국민에게 평가 정보를 제공하여 의료기관 스스로 질 높은 의료서비스를 제공하도록 유도하려는 것임(안 제37조의2 및 제52조 등).
초·중등교육법 일부개정법률안(대안),2208850,최근 정서적ㆍ행동적 어려움 등으로 학교생활에 어려움을 겪는 학생들이 증가하고 있음. 이로 인해 학생들의 건강한 성장과 학습에 문제가 발생하고 교사의 생활지도에도 어려움이 커지고 있음. 또한 교육부고시에 규정된 물리적 제지와 분리조치는 법률유보 원칙에 반할 우려가 있고 인적 및 물적 지원을 제공하기 위해 법률에 명시할 필요가 있음. 이에 학교의 장이 어려움을 겪는 학생에 대한 상담 및 치료를 권고할 수 있는 근거를 마련하고 이에 대한 보호자의 협조의무를 규정하며 방어 및 보호를 위한 제지와 개별학생교육지원에 관한 내용을 법률에 직접 규정하고 이에 필요한 지원 규정을 마련하려는 것임. (안 제18조의5 및 제20조의2 등). 한편 대다수의 학교에서 현행법상 학교운영위원회 위원의 결격사유 규정을 근거로 경찰관서에 위원 후보자에 대한 범죄경력 조회를 요청해 왔으나 일부 경찰관서에서는 근거법령 미비를 이유로 범죄경력조회 요청을 반려하여 학교운영위원회의 위원 구성이 지연되는 등 어려움이 발생하고 있는 실정임. 이에 학교의 장은 학교운영위원회 위원과 그 후보자에 대하여 결격사유에 해당하는지를 확인하기 위하여 본인의 동의를 받아 경찰관서 등 관계기관의 장에게 범죄경력 등 필요한 자료를 요청할 수 있도록 하고 학교운영위원회 위원이 결격사유 조회를 위한 본인 동의를 하지 않는 경우 당연퇴직하도록 함으로써 학교운영위원회가 원활히 구성ㆍ운영되도록 하려는 것임(안 제31조의3 신설).
공익사업을 위한 토지 등의 취득 및 보상에 관한 법률 일부개정법률안,2201390,「가덕도신공항 건설을 위한 특별법」은 신공항건설사업의 추진을 위하여 사업시행자에게 기본계획 고시 후 토지등의 수용ㆍ사용권을 부여하고 있는바 토지등을 수용ㆍ사용할 수 있는 공익사업의 근거를 규정하고 있는 현행법과의 정합성을 위해 관련 규정에 따라 토지 등을 수용하거나 사용할 수 있는 공익사업에 신공항건설사업을 추가함(안 별표 제2호(95) 신설).
군인의 지위 및 복무에 관한 기본법 일부개정법률안,2203735,군인은 국가방위와 국민의 보호를 사명으로 하며 군사작전 및 군사훈련 수행 「재난 및 안전관리 기본법」에 따른 재난 대응 동원 그 밖에 정부 부처나 지방자치단체의 요청에 의한 국가시책 사업 지원 등의 공무를 수행하고 있음. 그런데 군인이 직무수행 과정에서 타인의 생명ㆍ신체나 재산에 손실을 가하거나 이와 관련하여 형사책임을 지게 되는 사례가 발생하고 있음에도 불구하고 현행법에는 국가가 손실을 보상하거나 직무수행의 적법성을 고려하여 군인의 형사책임을 감경ㆍ면제할 수 있도록 하는 규정이 미비하여 군인의 직무수행이 위축될 우려가 있다는 지적이 있음. 이에 군인의 적법한 직무수행에 따른 손실을 국가가 보상할 수 있도록 보상규정을 마련하고 직무수행 중에 고의나 중과실 없이 타인에게 피해가 발생한 경우 군인의 형사책임을 감경 또는 면제할 수 있도록 함으로써 군인이 안정적이고 적극적으로 직무에 임할 수 있도록 하려는 것임(안 제45조의3 및 제50조의2 신설).
주세법 일부개정법률안,2203472,전통주의 세율을 반출 수량에 따라 달리 적용할 수 있도록 전통주로서 탁주 약주 등의 주류 중 일정 반출 수량 이하의 것에 대한 세율을 종전에는 각 주류의 종류별 세율의 100분의 50으로 하던 것을 앞으로는 각 주류의 종류별 세율의 100분의 50의 범위에서 대통령령으로 정하는 바에 따라 경감할 수 있도록 하려는 것임. 참고사항 이 법률안은 「국회법」 제85조의3제4항에 따라 2025년도 세입예산안 부수 법률안으로 지정될 필요가 있음
어장관리법 일부개정법률안,2202199,복합적 요인으로 인한 경기둔화의 영향으로 경제적 어려움을 겪는 소상공인 등의 재도약을 지원하기 위하여 소상공인 등이 기술인력의 퇴직 등으로 어장정화ㆍ정비업의 등록 기준에 일시적으로 미달하게 된 경우 자발적으로 시정할 기회를 가질 수 있도록 일정 기간 제재처분을 유예하는 근거를 마련하려는 것임.
발명교육의 활성화 및 지원에 관한 법률 일부개정법률안,2200286,학생들의 창의력 계발에 가장 효과적이고 실천적인 교육방법으로서 발명교육이 제시되며 현행법을 통해 체계적인 발명교육 지원을 마련하여 도서벽지ㆍ낙도지역의 학생 지역아동센터의 아동 학교 밖 청소년과 다문화가정의 자녀 등 교육취약계층에 대해 균등한 발명교육 기회를 제공하고 있음. 그러나 현행법에 소득수준이 낮은 저소득층과 차상위계층의 자녀와 특수교육을 받는 장애학생의 경우 교육취약계층 발명교육 지원 대상에 명확히 규정되어있지 않아 저소득층의 자녀나 특수교육을 받는 장애학생을 위한 발명교육 프로그램을 운영ㆍ지원하는 데에 한계가 있다는 지적이 있음. 이에 발명교육을 지원받는 교육취약계층에 저소득층의 자녀와 특수교육을 받는 장애학생을 포함시켜 발명교육을 지원받을 수 있도록 하고 지원내용에 발명교육을 위한 교재 및 교구를 포함시켜 교육의 실효성을 확보하고자 함(안 제8조).
5·18민주유공자예우 및 단체설립에 관한 법률 일부개정법률안,2203030,종전에는 5ㆍ18민주화운동희생자 및 그 자녀 등의 생활수준을 고려하여 교육지원 여부를 결정하는 경우 본인과 그 부양의무자의 소득ㆍ재산을 고려하여 결정하도록 하였으나 앞으로는 본인과 ‘생계 또는 주거를 같이 하는 가구원’의 소득ㆍ재산을 고려하여 결정하도록 함으로써 생활이 어려운 5ㆍ18민주화운동희생자 및 그 자녀 등에 대한 교육지원을 강화하려는 것임. 참고사항 이 법률안은 2024년 6월 28일 국회에 제출된 「국가유공자 등 예우 및 지원에 관한 법률 일부개정법률안」(의안번호 제1184호)의 의결을 전제로 하므로 해당 법률안이 의결되지 아니하거나 수정의결되는 경우에는 이에 맞추어 조정되어야 할 것임.
특별검사후보추천위원회의 구성 및 운영 등에 관한 규칙 일부개정규칙안,2204595,
문화기본법 일부개정법률안(대안),2208491,현행법 상 문화영향평가의 후속조치는 평가결과를 대상 계획ㆍ정책에 반영하도록 권고하는 수준에 그쳐 개선이 필요하다는 지적이 있는바 문화영향평가를 실시한 경우 그 결과 및 평가환류사항의 제출을 의무화하고 제출된 사항에 대한 문화체육관광부장관의 보완ㆍ조정 및 관련 자료 요청권한 등을 신설하여 제도의 실효성을 확보하는 한편 문화영향평가 수행기관 및 전담기관 지정을 통해 제도의 전문화ㆍ효율화를 도모하려는 것임(안 제5조 제9조의2부터 제9조의4까지 신설). 또한 현재 문화정보화 전담기관으로 지정되어 문화포털 구축·운영 사이버안전센터 운영 문화비 소득공제 사업 등의 업무를 수행하는 한국문화정보원은 법정법인이 아닌 「민법」에 따라 설립된 재단법인으로 문화정보화 관련 정책개발과 사업추진의 지원에 한계가 있는바 문화정보서비스 제공체계 구축ㆍ운영과 문화정보자원의 통합 관리 지원 등 기능을 강화하고 원활한 사업 수행을 위한 정부의 재정 지원이 이루어질 수 있도록 한국문화정보원의 설립을 위한 법적 근거를 마련함(안 제11조제3항 제11조의3 신설 및 제13조의2).
국가유공자 등 예우 및 지원에 관한 법률 일부개정법률안(대안),2206912,현행법은 국가유공자 등에 대한 생활조정수당 등의 지원 여부를 그 부양의무자의 부양능력과 가구원의 소득 및 재산을 고려하여 결정하도록 하고 있어 국가유공자 등이 부양의무자와 주거 및 생계를 달리하여 실질적인 지원을 받지 못하는 경우에도 생활조정수당 등을 지급 받지 못하는 문제가 있음. 또한 현행법은 거동이 불편한 사람 등이 「국민기초생활 보장법」에 따른 생계급여 또는 의료급여를 받고 있는 경우에는 담당 공무원이 생활조정수당을 대신하여 신청할 수 있도록 하고 있는데 부양의무자의 부양능력을 고려하지 않고 생활조정수당의 지급 여부를 결정하는 경우 이를 주거급여 또는 교육급여 수급자까지 확대할 필요가 있음. 이에 국가유공자 등에 대한 생활조정수당 등의 지원 여부를 부양의무자의 부양능력은 고려하지 않고 ‘생계 또는 주거를 같이하는 가구원’의 소득ㆍ재산을 고려하여 결정할 수 있게 하며 담당공무원의 생활조정수당 대리 신청 대상자 범위를 「국민기초생활 보장법」에 따른 주거급여 또는 교육급여 수급자까지 확대함으로써 생활이 어려운 국가유공자 등에 대한 지원을 강화하려는 것임(안 제14조의2 등).
수산자원관리법 일부개정법률안(대안),2209385,가. 시？도지사가 해양수산부장관이 정한 포획？채취 금지기간 등을 강화하여 정함에 있어 해양수산부장관이 금지규정을 둔 경우에 한하여 해당 금지의 내용을 강화하여 정할 수 있도록 명확히 하려는 것임(제14조제4항). 나. 어업 면허？허가 공유수면 매립 면허 등을 받은 자에게 부과되는 수산자원조성금의 부과항목 중 어업인에게 부담이 될 수 있는 항목은 폐지하되 수산자원에 미치는 영향이 큰 항목에 대해서는 조성금을 현행 유지하려는 것임(안 제38조제2항 및 제44조).
공직선거법 일부개정법률안(대안),2206328,헌법재판소의 위헌 결정(헌재 2024. 1. 25. 2021헌가14) 취지에 따라 선거운동을 할 수 없는 자의 범위 및 공무원 등의 선거에 영향을 미치는 행위금지의 대상에서 지방공사ㆍ지방공단의 상근직원을 제외하고(안 제57조의6제1항 제60조제1항제5호 제86조제1항) 원활한 사전투표소 운영·관리 등을 위해 사전투표참관인의 수도 투표참관인의 수와 마찬가지로 최대 8명으로 하되 선정ㆍ신고한 인원수가 8명이 넘는 경우에는 추첨으로 지정하도록 하며(안 제162조제3항 신설) 대통령선거의 선거관리경비의 배정시기가 편성시기보다 앞서는 모순이 발생하게 되어 원활한 선거관리를 위하여 선거관리준비 경비의 편성ㆍ배정시기를 조정하려는 것임(안 제277조제1항). 대안의 주요내용 가. 선거운동을 할 수 없는 자의 범위에서 지방공사ㆍ지방공단의 상근직원을 제외하도록 함(안 제57조의6제1항 제60조제1항제5호). 나. 공무원 등의 선거에 영향을 미치는 행위금지의 대상에서 지방공사ㆍ지방공단의 상근직원을 제외하도록 함(안 제86조제1항). 다. 사전투표소참관인의 수를 최대 8명으로 하되 선정ㆍ신고한 인원수가 8명이 넘는 경우에는 추첨으로 지정하도록 함(안 제162조제3항). 라. 대통령선거의 선거관리 준비경비의 경우 선거일 전 180일이 속하는 연도의 본예산에 편성하여 선거일 전 120일까지 배정하도록 하고 그 외 선거관리경비는 늦어도 선거일 전 60일까지 배정하도록 함(안 제277조제1항).
